baseMean log2FoldChange lfcSE stat pvalue padj
1 386.065354818092 -1.18642314139261 0.341988976957935 -3.46918532856262 0.000522039206215849 0.00550467969845775
10001 703.367168259912 1.03544307771757 0.310776943695486 3.33178859861671 0.000862897776704962 0.00809921295703797
100033434 561.616994445598 4.58959285250511 1.19764128172931 3.83219326397805 0.000127005902374151 0.00182526473248458
100033821 145.047834181753 3.95741607626986 1.16095639262459 3.40875514481925 0.000652600262815058 0.0065199960204257
10006 595.182656887051 0.943528455235207 0.278543425068088 3.38736574020574 0.000705672463704621 0.00692279318061742
100101267 804.890775421155 -1.82635397188571 0.47591373165237 -3.83757359877938 0.00012425599949271 0.00180030173538088
100113378 208.854509736298 2.2221816785291 0.708751840256842 3.13534519744431 0.00171651995547471 0.0137896483778637
100113381 22.7618394580374 5.1575353956182 1.08681324051218 4.74555811740719 2.07932199076292e-06 6.8395238316485e-05
100113393 103.859227033438 3.57718927892846 0.391468534538655 9.13787179126459 6.36933852669421e-20 1.17533403833088e-16
100113402 19.3982321960666 3.89630085348023 1.24666903836294 3.12536907036422 0.0017758210324961 0.0141547337800564
100113407 679.181335072498 1.61427683324637 0.419979874846539 3.8437004483518 0.000121192923180499 0.00177068330281056
100124516 359.517600462081 1.99982614696896 0.690434444639864 2.89647505638582 0.00377380641675927 0.0249241409479094
100124534 65.7957307473029 1.84308493370995 0.444954902601492 4.14218367509627 3.44014659433319e-05 0.000657153468998244
100124539 163.770964037657 1.60623595262413 0.595229588802621 2.69851496437748 0.00696496064686811 0.0395825127245634
100126348 16.405146716499 3.43578644551835 1.25208186509266 2.74405894798588 0.00606846396893656 0.0357083436284395
100128164 72.9187381201151 2.14212152506134 0.776116150617264 2.76005276189351 0.00577920270904992 0.0344528760868831
100128191 78.0538467487708 0.976279928161264 0.369120689361028 2.64487999806044 0.00817198924548153 0.0446411241997841
100128531 13.6762394848346 -4.11094113151628 1.08638784640169 -3.78404558292184 0.000154299544685224 0.00214081917148605
100128553 69.3060275410574 4.66120730190808 1.13627531539862 4.10218125725354 4.09273449340832e-05 0.000759027433234811
100129034 727.826248285641 0.884562587434409 0.175959256541927 5.02708754752916 4.97985043130262e-07 2.09801780842071e-05
100129196 191.959599319362 1.72591935398053 0.526362687910163 3.27895459465984 0.00104192398712485 0.00936057611217859
100129405 169.101074147245 2.19769679472424 0.560717868328804 3.9194342089978 8.87570850752698e-05 0.00139866310067801
100129464 28.1330894536986 1.90965816466325 0.653694373552642 2.92133180569507 0.00348538411265025 0.0235330380646671
100129534 54.9194430548656 3.5115479296835 1.17143811912644 2.99763843462949 0.00272080256772876 0.0196274315020715
100129543 526.839675190387 -1.89401608732028 0.410258569977711 -4.61663990937027 3.90003123640018e-06 0.000113692379787192
100129917 84.3908265704148 -1.68841122361876 0.465764071138256 -3.6250353521098 0.000288921926286522 0.00347553866086387
100130086 9.1942421610328 5.5277350126398 1.34267735523349 4.1169496089986 3.83919972495677e-05 0.000719966997201497
100130155 142.219635277443 6.34236823447972 2.05775348788351 3.08218077229606 0.00205490004495562 0.0158193869543454
100130418 73.2534728751328 -1.11767298861672 0.429528800429937 -2.60209091334036 0.00926572858355846 0.0489775106136936
100130557 35.0443380290686 1.69012684953148 0.553205455211408 3.05515217467549 0.00224946355055494 0.0169772396312435
100130733 4.94804931387023 4.47975116823801 1.54414570504884 2.90111946922543 0.00371832085980413 0.0246282034551204
100130771 8.44928334353267 4.88213257085297 1.29799766374745 3.76127993694361 0.000169046109472644 0.00230554904515794
100130855 78.5467798628343 2.6004789469467 0.499720107774071 5.20387093993506 1.95179580479616e-07 9.79784094036261e-06
100130894 32.4732133671217 1.91414695555277 0.548681061614605 3.48863317775176 0.00048549690328798 0.00520259834864872
100130958 20.9682516618552 3.07755045452907 1.10273548340581 2.79083288861262 0.00525726079036883 0.0321676091909813
100131117 7.2118672697321 3.92431420991514 1.31285281789873 2.98915015941858 0.00279754608672079 0.0200400302555352
100131655 5.3667496668696 3.78249683043577 1.40098018212647 2.69989317385955 0.00693617438368925 0.0394553717331127
100131733 9.70497369340443 3.8377091100452 1.21382454043182 3.16166709620151 0.00156868788398899 0.0128383227627369
100132062 166.198070305663 1.74822641362328 0.657214162279886 2.66005590561021 0.00781276822087689 0.0431385433811614
100132101 140.362194629582 -1.61033072595144 0.516294049370642 -3.11901856686982 0.00181454526651211 0.0143645661960309
100132356 56.1909938762889 1.46938827622677 0.494080713687887 2.97398428135162 0.0029396013316999 0.0207753593925156
100132618 9.1557686219107 5.29111281358529 1.40022188398412 3.77876740401329 0.000157606549744593 0.00217688148386002
100132707 6.49397512479785 3.8998280122202 1.45699865709024 2.67661743766361 0.00743694975230958 0.0415734728201662
100132774 8.80054632788266 4.26043293703576 1.28743673994119 3.309236721977 0.000935507038739979 0.00860213279468578
100133050 627.135427226409 -1.39510028557577 0.490875460466649 -2.84206565194667 0.00448222604128786 0.0284272228620233
100133161 399.988688789583 -1.29481827886333 0.476624931094406 -2.71663984485709 0.00659483279668137 0.0379701870817976
100133331 787.686168329793 -1.47374055326306 0.48548748890795 -3.0355891489152 0.00240066241820645 0.0178267298201865
100133445 4.79822369759996 -5.70618843389452 1.71050936872271 -3.33595859703213 0.000850058225721912 0.00801539317283927
100134368 3.97656972046069 4.0245549656153 1.47404623000961 2.7302773031678 0.00632810713506631 0.0369066248303978
100134869 79.3253474191804 3.62027194972529 0.701335180384346 5.16197112447905 2.44362990841288e-07 1.16517578036028e-05
10016 1678.50565493684 0.885502913031387 0.227075974806033 3.89958873362882 9.63562197726613e-05 0.00148791742549366
100170221 18.5512007983952 -2.98873076883804 0.987431778443858 -3.02677190878759 0.00247180397579243 0.018266799665718
100170227 48.6617450800608 -5.9458922729597 1.02449567461159 -5.80372608719302 6.4857198245578e-09 5.84452933974736e-07
100188949 3.77284699804145 -5.46437046139995 1.93902416890135 -2.81810332694103 0.00483082610285511 0.0300753151403459
100188954 14.1437728342946 2.45963974091494 0.83181975563355 2.9569383562447 0.00310710228540328 0.021611518459309
100190938 5.0718495504456 4.38827274206587 1.420649533314 3.08891998987898 0.00200885531538848 0.015536214222491
100191040 9.51097017727555 3.39420605033075 1.08841505465056 3.1184850263032 0.0018178337860434 0.0143844283249823
100192378 32.024980781576 3.0524816582822 0.67398764260139 4.52898757386787 5.92669839941136e-06 0.000159502211811791
10020 853.884664927092 -0.720637607623265 0.200762421223716 -3.58950446617814 0.000331307155109717 0.00387182453023407
100216546 276.793694605258 1.70818644870766 0.512859687958223 3.33070913705115 0.000866250648642174 0.00811417422304266
10025 397.987968636234 -0.853741834040552 0.287237498963809 -2.97225061880977 0.00295625261800462 0.0208610820497282
100270804 26.188383752855 4.55955063605273 1.12868061251495 4.03971733499792 5.35156583793024e-05 0.000933022612861495
100272147 495.515270124933 1.23220801557995 0.270171034061652 4.56084428095563 5.09483541355331e-06 0.000141375936671127
100272216 72.345161740569 3.22567755039375 0.682682534896213 4.72500376896876 2.30111088441888e-06 7.37194429690654e-05
100272217 52.2123692861989 1.53498116290588 0.519543055221831 2.95448307407455 0.00313193332942099 0.0217432527192647
100286979 140.648577190101 -1.69555537730747 0.373686578970826 -4.53737295563898 5.69593227507737e-06 0.000154796816306337
100287177 56.468946243224 -3.37950408226963 1.01964439230353 -3.31439481036601 0.000918417283318528 0.008495014601041
100287482 26.998609407785 1.79187785502175 0.599008705127973 2.9914053663693 0.00277696594117488 0.0199468090745426
100287559 11.3097364162455 2.84031026762299 1.06200981875751 2.67446705054573 0.0074848130911974 0.0417651212494302
100287765 186.146518275916 -0.921321261253434 0.291944380204964 -3.1558109137316 0.00160052582333342 0.0130568094685993
100288123 15.0681008105073 4.82684343072891 0.902836532728484 5.34630938797037 8.97657185289971e-08 5.01953576974419e-06
100288142 118.284352172751 -2.04172011423233 0.508177150356295 -4.01773301456163 5.87607192017142e-05 0.00100492266119484
100288181 275.349073634517 3.31650523151977 0.953913520432511 3.47673574226733 0.000507557805483786 0.00538893221207842
100288485 790.375238224053 5.30503284910194 1.77258022197517 2.99283089325605 0.00276402856320367 0.0198877031681003
100288842 35.8646852087775 -1.62097907343028 0.578015445368162 -2.8043871256724 0.00504123355209306 0.0310707691171587
100289019 18.4537804214969 4.47156674579051 1.15350093755711 3.87651765178485 0.000105962125949502 0.00160213852629158
100289230 57.0272512097993 1.6641139082047 0.567170173517602 2.93406456458003 0.0033455460787967 0.022848024349384
100289511 49.8135408859363 2.69771680296999 0.755997740998349 3.56841913232103 0.000359141664873063 0.00413427395003283
100293516 56.2640663171333 1.69585399110912 0.64730572770797 2.61986557281662 0.00879644341108433 0.0471588524883031
100294145 146.732526393788 1.35042677070874 0.357888070910392 3.77332155071147 0.000161088452174239 0.00221998895292848
100294362 20.8141446238115 3.07524408908263 0.878775114873064 3.49946651541997 0.00046619015338719 0.00505144268963817
100302240 14.7001329305261 3.20541833688692 0.943841810950894 3.39613937388253 0.000683435499403533 0.00676216368391067
100302285 2664.84957238077 1.28825350617597 0.417376519598004 3.08655002302657 0.00202493872299726 0.0156343909018697
100310846 20.0843963689861 3.90537984574621 1.07362450117499 3.63756587286533 0.000275226815255233 0.00333689909454981
10036 516.607348787847 -1.41505063719044 0.198151528778047 -7.1412552096707 9.24824577750621e-13 2.9211825318801e-10
100422885 2227.57351421308 1.38034543448603 0.427152255046949 3.23150684135874 0.00123139376137314 0.0106430487487674
100462983 1576.74737065447 5.52324124702948 1.58976673526464 3.47424633093108 0.000512290497067086 0.00542933819601528
100499177 545.648146776463 2.41440039712148 0.287650649633027 8.393516232978 4.71814482621575e-17 4.83688480434218e-14
100500805 33.2182903006404 3.62527295081859 0.648677307426957 5.58871554363232 2.28755313876429e-08 1.63613248331851e-06
100500833 10.0328736623436 5.07350019211136 1.47584904989389 3.43768232427032 0.000586715581828699 0.0060014759598032
100500892 1232.86359728531 3.52534593227601 1.29806302996837 2.7158511188489 0.00661056379293538 0.0380488876079341
100505385 11.3398732153802 4.74501463662601 1.39865465470391 3.39255628304508 0.000692437049134021 0.00682560943785795
100505538 31.7937630367955 2.47247187472055 0.776828371950888 3.18277751430641 0.00145869653734771 0.0121468083049085
100505576 5.91806719705097 3.17473182516416 1.19698841114666 2.65226613357343 0.0079953494473928 0.0439450200270623
100505641 1199.1242381476 1.58973439236177 0.389887674923328 4.07741638069065 4.55388991903028e-05 0.000828727126980925
100505687 130.105673448911 1.4613032251872 0.336470691957742 4.34303272206165 1.40529193264148e-05 0.00031818223353415
100505696 31.3038420735728 3.42307011563326 0.714177843423066 4.79302200027157 1.64287600620878e-06 5.63494255438116e-05
100505738 659.543640105715 1.02805658404335 0.247962906041486 4.14600958044645 3.38319676583274e-05 0.000651671502295528
100505839 6.05065606721874 4.20848554975234 1.39635933365854 3.01389867801856 0.00257913925536842 0.0188114058021002
100505876 141.898923783384 1.9387032381905 0.309715698331974 6.25962212645891 3.85911416927552e-10 5.43604837905657e-08
