baseMean log2FoldChange lfcSE stat pvalue padj
10 3.87785016462461 4.17670960912022 1.35153701794944 3.09034051872079 0.0019992713990043 0.0248440749837954
100038246 6.79601823143579 -5.24377302253767 1.37737143954995 -3.80708708774376 0.000140613239519431 0.00366379367212885
100048912 45.9213787048988 3.15714834690528 0.7056391397984 4.47416840824231 7.67092667725331e-06 0.000372160349859618
10005 172.855223987022 1.22595966108004 0.35855454846297 3.4191719679346 0.000628120160807407 0.0108361864621562
1001 67.6508208612417 2.37297997108689 0.735054836518452 3.22830332268322 0.00124526856257868 0.0176367730915437
10011 961.918276847342 0.845037053107997 0.239887913502855 3.52263288620391 0.000427282775366377 0.00825747781652791
100113393 105.721435572262 -3.09067077147698 0.511481340905283 -6.0425875282307 1.51662023722943e-09 3.00041691442393e-07
100124516 332.797382614379 -2.08888604925115 0.539681812428266 -3.87058818945988 0.000108573070012672 0.00300545084274053
100127888 162.506542674834 -3.56647833447834 0.990394996902924 -3.60106659023028 0.000316914386107502 0.00664564003626291
100128054 10.1194992099426 3.61779153971307 1.10436064626945 3.27591493950281 0.00105320275968093 0.0157969821639914
100128252 115.222666805609 3.77768670354207 0.824820859966236 4.58000868660949 4.64956618561289e-06 0.000247891939649389
100128385 14.8963729623583 -3.6395976720291 0.992831362632049 -3.66587701498504 0.000246492372033643 0.00548199035402821
100128531 3.20477655223402 3.44617891686083 1.0763381420448 3.20176232936784 0.0013658964328189 0.0187334126786066
100128788 16.3926953103646 -1.7939721710715 0.626687754565907 -2.86262521965846 0.00420147206073883 0.0413344809723392
100129196 97.1401156459134 -2.69567770615996 0.9170346361193 -2.93955931432154 0.00328679353924555 0.0351434078427024
100129269 2.63999297562378 -4.40809264964983 1.5014966878746 -2.9357991164733 0.00332689691083441 0.0353369990563434
100129460 220.023292047069 -0.963658483618761 0.346993502631773 -2.77716578641931 0.00548352015098655 0.0494482401011113
100129792 12.6112539639574 3.5439176169529 1.17438777391111 3.01767243808274 0.00254724074433541 0.0296532071904453
100130231 3.49958942152567 -4.25827913422556 1.46563184995689 -2.90542207741379 0.00366758157497139 0.0378025092420251
100130418 56.468202460068 -4.50952626807603 0.994694503537398 -4.53357915625245 5.79925190727747e-06 0.000296931976022004
100130522 19.6508309455451 -3.19152330715685 0.690272651469746 -4.62356910760028 3.77192995863151e-06 0.000206765512661885
100130776 60.3990285890375 -2.4984687569951 0.592059815117862 -4.21996003308843 2.44345632909749e-05 0.000932346277730139
100130992 8.8727386450603 -2.50856639683484 0.896531073680345 -2.79808081446294 0.0051407248623019 0.047321904361587
100131094 20.8508109293883 1.71976293306518 0.530316364947494 3.242899987134 0.00118319737005378 0.0170808759801533
100131187 110.87623440796 4.8367000252413 1.58905788799803 3.04375319601151 0.00233646734899797 0.0280145746219966
100131378 9.5517315489264 -2.26063646437899 0.675401544651184 -3.34709993230252 0.000816617660845243 0.0130942973098021
100131801 1187.75642023663 1.26584444517687 0.453530850778499 2.79108784552146 0.00525312129732816 0.0479733295084527
100131897 48.3919532267688 2.85760926993235 0.964158689247556 2.96383707557774 0.00303829102512572 0.0333663337183671
100132288 4.47604241553903 -4.54116311806903 1.21146610065741 -3.74848550496356 0.000177905617364191 0.00437443014094757
100132356 68.9292843813799 -3.00332664686074 0.744542122100228 -4.03379010765551 5.48843462905756e-05 0.0017344999308036
100132399 11.9002412987648 -7.5572444267996 1.80702434529671 -4.18214865033195 2.88767059500008e-05 0.00105429774444093
100132406 387.117617073015 -1.56953839387784 0.425055286360618 -3.69255116744092 0.000222015653347489 0.00510085550666131
100132911 26.7707585728298 -2.21169428695436 0.598049629843727 -3.69817850657693 0.000217152161370573 0.00501278892084383
100170220 166.862512673347 4.3096628641196 1.09601677874498 3.93211394907154 8.42021336909423e-05 0.00246773120726768
10019 625.476183356986 -1.12862267915199 0.371223991375329 -3.0402740808066 0.00236362944877194 0.0282012440668927
100190986 280.410989181908 1.82884225457033 0.60063726018999 3.04483650247046 0.00232806831527464 0.0279483093246418
100191040 7.33404676761707 -5.79736489507901 1.16339092669677 -4.9831615169456 6.25536923999522e-07 4.84978029523136e-05
100271722 41.5963867299392 -2.36107673896837 0.678573425926224 -3.47947126833857 0.000502404238182338 0.00921469036289189
100287178 69.6939147764848 -6.89739906157222 1.8881127969359 -3.65306515202142 0.000259128448135009 0.00564685285633514
100287205 40.7464513906943 -6.80508499110455 1.9178351442179 -3.54831592883322 0.00038770288135449 0.00766737608857559
100287404 22.5297825829836 -6.16579060563928 1.921621587991 -3.20863933053825 0.00133364673413403 0.0184454622929981
100287428 94.0839882197005 -2.31275046331272 0.831351335531001 -2.78191706017471 0.00540388482948141 0.0488659845639908
100287466 60.654932373458 -2.6222060190415 0.917736872742437 -2.85725254909468 0.00427325683862633 0.0417039007420603
100287639 39.8421279748227 4.02230317773417 1.02930103960862 3.9078005587788 9.31401398744007e-05 0.0026733143391679
100288077 5.17798909459729 3.78982640074521 1.03441519280581 3.66373814605861 0.000248560897761901 0.00550910600278655
100288413 11.3591113726634 3.47444813233422 0.945373141687197 3.67521349943728 0.000237650595957103 0.00535884194359818
100288911 66.0334875419501 2.10469047663717 0.690182652589655 3.04946881631999 0.00229246430911896 0.0276231303129752
100289178 9.43574487617163 -2.28874424882213 0.778047198347924 -2.94165219498503 0.00326466372755667 0.0350029510403597
100289561 13.2806340510451 2.08878459401966 0.574419067855246 3.63634271720596 0.000276536361293872 0.00595287344112694
100302239 43.7907640799595 3.86094245243127 0.867729351569505 4.44947776106431 8.6079342103951e-06 0.000406578640131769
100302640 34.6078451987325 2.02324133590395 0.678730419882583 2.98092037226497 0.00287383507700649 0.0321962179611665
100302691 5.18673909537151 -4.04064068145269 1.43751442350559 -2.81085227068469 0.00494104667923286 0.0460061092717088
100303728 29.2024757649927 -1.46447735306055 0.4748196616205 -3.08428119438542 0.00204044639230585 0.025193530267977
100379132 4.36070021773451 4.17094520428754 1.39059977690284 2.99938578559039 0.00270524529217995 0.0310218464265303
