baseMean log2FoldChange lfcSE pvalue padj
1 480.964156272438 -1.41354378736824 0.350596743860901 1.94274406871572e-05 6.53077971460159e-05
10 2.75765830059872 -6.70990155153726 3.10832931534369 0.00044330667066424 0.00117392841009404
1000 1630.26508937587 -0.746565659498008 0.251144261061255 0.00208459655401816 0.0048170719700721
100009676 45.9403872972983 1.34879447249707 0.268947148426289 2.09537698168819e-07 9.36084622222805e-07
10003 27.9809441839286 -2.32507465328355 0.392531724432069 5.86024701388723e-10 3.6018736442669e-09
100033414 719.776083998956 2.98228281985231 0.4484102517271 2.84569781653294e-12 2.23336240273043e-11
100033417 9.44312734196485 1.23669426095654 0.551836301198636 0.00914888770116228 0.018399304365716
100033425 1035.46795693201 1.37354950446592 0.411131862736623 0.000305328707452437 0.000832634494665477
100033427 62.3001685140256 1.36151782058831 0.434252718219818 0.000625985283995387 0.0016064657388301
100033430 172.996637195803 1.29331127321215 0.569249113255772 0.00784276078039535 0.0159876117669666
100033431 633.239481047436 2.98579451475233 0.375427549765598 1.90869281755806e-16 2.19934860885094e-15
100033438 1465.77103518859 3.04175856281442 0.559525057701372 5.07661150389352e-09 2.75664306874557e-08
100036519 8.1246369651443 1.48769751524037 0.990448891039044 0.0268183512874704 0.0480733475797718
100037417 581.480497846218 1.04475996210985 0.264791024684178 4.08540350635208e-05 0.000130003945206567
100038246 4.32207257897243 6.24553539966382 2.53267482578765 1.70416997932394e-06 6.74636222397415e-06
100048912 45.6211091411596 -4.53326052442202 0.577119013764257 3.78353081537537e-16 4.24252039741559e-15
10005 155.578129430953 -0.955571013259743 0.233272444801678 2.40843064386769e-05 7.96932021055517e-05
10007 1017.70107430972 1.75720472415773 0.140704309799313 2.38525715284177e-36 1.03117827901528e-34
10009 449.937710838197 1.40919043285522 0.272207421150902 8.41440591076081e-08 3.94158894112166e-07
100093630 2995.72732769682 1.66621776869316 0.198795183220829 1.62313224281056e-17 2.02789802007412e-16
100093631 2334.64944504453 -0.45892845851954 0.152570540487011 0.00233141142035588 0.00532567510728353
1001 45.6027974500162 -6.1118933470479 0.576346408878235 5.86848551626234e-27 1.47048182468244e-25
10010 666.980850964349 -1.18298988419327 0.200917188516229 1.90204943420869e-09 1.08989680291083e-08
100101490 211.677676704449 1.02605490781179 0.171814917832076 1.24809252830045e-09 7.34173301849305e-09
10011 946.57198097495 -0.65045509088785 0.143962352790704 4.83847445516907e-06 1.7865213047991e-05
100113393 65.5701354046165 2.46606166105527 0.41253440936599 4.14982165164248e-10 2.58963305224758e-09
100113403 1.97765771513826 -5.01082218385119 3.99333166573196 0.0126362233678083 0.0245885556878361
100113407 418.882898857267 1.88226080132996 0.23389659399505 2.02207162106409e-16 2.324022226362e-15
100124516 17.6105437040685 2.54112618763109 0.524088446336838 2.51131165645491e-07 1.10946669363353e-06
100124534 20.8599034011547 1.76860048744735 0.462801637552414 2.57471365055625e-05 8.48043649800433e-05
100124536 22.4649308499251 1.3603742503794 0.725434923024286 0.0171728573515269 0.0323293004977696
100124539 3.42210199645987 3.73541946561158 1.53659097328974 0.00035812072210996 0.000963708395886424
100124541 99.7236619364439 -2.05064154691319 0.445077227192783 7.14033370385579e-07 2.97295722861167e-06
100125556 52.6787581250374 1.40917545409725 0.360683580135114 3.10491192688146e-05 0.000100933547527053
100126299 34.0715236675382 -11.6207275950312 3.13836570824877 1.64702433343973e-26 4.00396525287834e-25
100126781 59.50482929148 8.60997942302153 1.35828889661681 9.85158236734247e-19 1.37119658070203e-17
100126798 1064.61679311688 5.28870043414551 0.414841173738427 1.95305436708237e-38 9.4702022702229e-37
100126800 1058.03751074728 5.3116977610832 0.42263959993867 1.91268555886232e-37 8.64370065782088e-36
100127888 151.648242477716 10.0089028014871 1.31691850275777 1.50367639639844e-28 4.16962260089405e-27
100127983 110.296877658964 0.762362947790667 0.291144900298226 0.00617395059322087 0.0128873586495609
100128054 8.75303278739387 -6.28377197559625 1.06437309688492 1.31399863705331e-12 1.06478995245589e-11
100128252 104.719503004642 -9.51869098687538 0.83391892298084 8.82919024595889e-37 3.89200251112404e-35
100128385 6.37624229632247 4.36137383393069 1.05249352676875 6.8185734688711e-07 2.84426939328102e-06
100128398 7.68146146506668 -2.18269690539006 0.639511712510546 8.70309193707169e-05 0.00026176391021459
100128511 1.64460770314408 -1.96929490239119 1.27932933842071 0.017823542503812 0.0334070388697129
100128590 2.38593514098097 -3.6427479285808 1.27374136293633 0.000401672462022692 0.00107126588986905
100128627 10.3954661306457 -1.06479248382349 0.504757479407465 0.0176633029779005 0.033117077931499
100128640 15.739190334434 2.60394273450795 0.517184814373592 9.35838910637954e-08 4.35987688801754e-07
100128731 3860.26854962748 -1.89768474673234 0.236167538377423 2.43007380940489e-16 2.77517213332484e-15
100128770 1.32054933844128 3.43472599651232 2.49665811242255 0.0102415927229994 0.0203324571255209
100128788 6.8919856458071 1.29571831572242 0.641152620994365 0.014612838618725 0.0280093099649999
100128822 93.1658580067987 1.10291562842405 0.252317842860964 5.95401356857851e-06 2.16807301469184e-05
100128881 33.2865793002834 3.79138519258304 0.544203608054978 2.91784210120203e-13 2.52406003556729e-12
100128927 62.00366761039 2.97165944542467 0.429907509586397 4.31650993696695e-13 3.66504991855769e-12
100129034 179.940787028923 0.664092267527888 0.291827243395965 0.0171931881656241 0.0323607835584832
100129055 3.64521933000737 2.45434159304886 1.03420914935862 0.00169931774581382 0.00400360599837765
100129075 99.1205032115709 2.0728217277465 0.235619600317733 1.84113169408143e-19 2.70087847289574e-18
100129196 11.4715466725786 1.09109207440927 0.56451131338898 0.0227509359167995 0.0415402545576328
100129361 719.327721221605 -1.21718199508399 0.117992468581287 2.82133526412317e-25 6.31929787436128e-24
100129387 176.954207783474 1.3453546315135 0.432768434891405 0.000663953863426457 0.00169662388032105
100129460 162.068981865687 0.827311337389854 0.248462661073548 0.000550004512844472 0.00142884896683213
100129464 27.8994383224111 1.73297715217598 0.425836101775053 1.13347364537201e-05 3.97025589059337e-05
