"entrez","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"740",409.6479074751304,-0.5411211906204166,0.22322998856426676,-2.4240524048794216,0.015348390476744992,0.026698390334698244,"MRPL49"
"8738",191.66595673303615,0.44766357593492345,0.18468915561105947,2.4238758061012904,0.015355855944065959,0.026705544907854914,"CRADD"
"91316",73.69080612316336,0.7623172515268991,0.3145005777906534,2.423897777492587,0.015354926960035892,0.026705544907854914,"GUSBP11"
"56916",658.4029042498464,0.5872586799763427,0.24237998513812883,2.4228843798371904,0.015397826481673276,0.026775505681260817,"SMARCAD1"
"8839",4.051860557968019,3.2284673128794505,1.3325102192866911,2.4228461937107606,0.0153994450513051,0.026775505681260817,"CCN5"
"284800",2.634891963716327,2.924377018375267,1.2072329815451293,2.4223799905071983,0.015419217770963677,0.026802185366577448,"FAM182A"
"3340",210.42343902148744,-0.5253195932189009,0.2168622411937149,-2.422365416530269,0.01541983624592323,0.026802185366577448,"NDST1"
"5494",610.9024999408423,0.44762253488376647,0.18478191799799015,2.422436890652013,0.015416803312054774,0.026802185366577448,"PPM1A"
"92181",866.8743199130713,-0.4532242729005199,0.18712326449190608,-2.4220626661850693,0.015432688982572931,0.026821599309518045,"UBTD2"
"1386",912.8561498632791,-0.46109889169852847,0.1904525121484703,-2.4210701476023138,0.015474890773157998,0.026892011321766274,"ATF2"
"255104",20.880094967209114,-0.9767836167250584,0.4036360023723551,-2.419961576727671,0.01552214713755512,0.026971190772770007,"TMCO4"
"827",3.6302755251565455,-2.893155010117172,1.1956734236168527,-2.4196866409939277,0.015533886783766318,0.026988646045688656,"CAPN6"
"221710",360.48694748083403,0.5228419405932467,0.21608717103237954,2.4195880676086117,0.015538097730440016,0.026993018541202743,"SMIM13"
"22794",295.04935273231825,0.5182837732492095,0.2142602168418519,2.41894543414824,0.015565574954363086,0.02703780420550727,"CASC3"
"55969",62.992616640481216,-1.0589290989232696,0.438031587972849,-2.4174719997337415,0.015628736374741267,0.027144557715292474,"RAB5IF"
"55916",408.07922877678595,0.6730840929771336,0.2784314068587307,2.4174144022432067,0.015631209967946938,0.027145894616233988,"NXT2"
"347733",6724.015107491293,-0.9007098668199963,0.3726221590666733,-2.417220352853015,0.015639546186630778,0.027157411427291722,"TUBB2B"
"3635",16.45286028915873,1.1170492751621217,0.4621401725380342,2.417122209972318,0.01564376382157262,0.027161774760821163,"INPP5D"
"80329",37.77997790518409,0.8248229288787255,0.34127341378554665,2.4168977000858245,0.01565341577034432,0.027175571543328506,"ULBP1"
"8418",9.628031342506352,-5.227624552894761,2.1637212695711674,-2.4160341844450395,0.015690588186435678,0.027237137828099063,"CMAHP"
"340385",31.399644357923542,0.6822409997762656,0.28239678352732156,2.4158950794503635,0.01569658360200392,0.02724451056373453,"ZNF517"
"984",66.52874192427353,-0.43602865876715935,0.18048617356719543,-2.4158562960770227,0.015698255521910807,0.02724451056373453,"CDK11B"
"84146",1001.6160459701516,0.4100868223932048,0.1697593328644443,2.4156952991837337,0.01570519764305939,0.027253589897529924,"ZNF644"
"131034",14.929250711973301,-2.427762722024534,1.0050789588805173,-2.415494524657683,0.01571385874347866,0.027265649912993035,"CPNE4"
"8346",4302.807962946102,-0.9480860025704136,0.3925719298703617,-2.4150631525883632,0.015732481675734194,0.027294990532265837,"H2BC10"
"101410538",201.13591706087072,-0.7732563360497717,0.32020892682046137,-2.414849403881018,0.01574171669596164,0.0272961504571246,"MMP24OS"
"11311",444.8611093788005,-0.42398838581608034,0.17556718409115085,-2.414963753112053,0.01573677564055061,0.0272961504571246,"VPS45"
"728386",4.932560937308286,3.509365746225428,1.45323675415929,2.414861677686941,0.01574118627674074,0.0272961504571246,"USP17L5"
"728400",4.932560937308286,3.509365746225428,1.45323675415929,2.414861677686941,0.01574118627674074,0.0272961504571246,"USP17L28"
"728419",4.932560937308286,3.509365746225428,1.45323675415929,2.414861677686941,0.01574118627674074,0.0272961504571246,"USP17L30"
"25876",5.699355730022234,-1.9684779369207401,0.8155278847551269,-2.413746940745995,0.015789424415912072,0.027375896157831224,"SPEF1"
"728932",181.4631830240484,-0.4815917045652255,0.1996120950554533,-2.4126378936679,0.01583754531189602,0.027456340795334867,NA
"412",62.739650579186,-1.1028068770182973,0.4571372092375048,-2.412419848425281,0.01584702132298291,0.02746977953625979,"STS"
"3855",32.77463730674906,-1.569757838094769,0.6507276297124005,-2.4123116437956518,0.015851725630379624,0.027474944815405588,"KRT7"
"80023",226.7275784630783,-0.5121009816765624,0.2123392193519254,-2.4117117094031495,0.01587783068238412,0.027517197697350573,"NRSN2"
"57511",350.02812139804604,-0.7584422792646056,0.3144943317000045,-2.411624639353062,0.015881622516832533,0.027520775499040234,"COG6"
"8924",477.2558911743691,0.4957147565700593,0.2055673417344356,2.4114470342786927,0.015889359551603005,0.02753118829539305,"HERC2"
"100287072",20.681074196749744,1.2259499788277433,0.5084511931124271,2.4111458394329404,0.015902488121921604,0.027550939621406593,"LOC100287072"
"23558",372.1312704519293,0.5488596554382474,0.22765575099106508,2.4109193510327303,0.015912366647823507,0.02756505658727021,"WBP2"
"441425",52.87242156058065,-1.1418598131851065,0.4736498857690365,-2.4107676313088056,0.015918987078201996,0.027573527085226594,"ANKRD20A3P"
"80258",3.522954917893668,-2.0934368617917776,0.8686960791818629,-2.4098610687449797,0.01595859627064825,0.02763617690854563,"EFHC2"
"84243",115.12039860678532,-0.7565027927584165,0.3139197587342209,-2.4098603917407666,0.015958625882413997,0.02763617690854563,"ZDHHC18"
"59284",21.842197101953687,-2.4096637351076367,1.0000505325512943,-2.409541974804199,0.015972558607790167,0.027657298526172477,"CACNG7"
"284058",650.2474568176593,-0.4496988318687669,0.18664991451432447,-2.409317105978394,0.015982404462630304,0.027671339697742447,"KANSL1"
"6902",5566.122146306986,0.44825823406262244,0.18607070678631563,2.4090747103863266,0.01599302370068105,0.02768671667926225,"TBCA"
"84193",2018.3013813532984,0.4341586239962592,0.1802211786745999,2.409032208030103,0.015994886348209416,0.02768693277919083,"SETD3"
"2803",599.516931726629,0.5775840081963781,0.2397717292761966,2.408891198057176,0.016001067415923564,0.027694623147256296,"GOLGA4"
"5094",4645.664662287698,-0.7896365949064379,0.3278103450376354,-2.4088214629583486,0.016004124978328475,0.02769690627359649,"PCBP2"
"441054",41.39629037083599,0.905142441620864,0.37584120635402585,2.4083108140310183,0.016026530234933438,0.02773161405932437,"CFAP96"
"83641",396.1711852588776,-0.6058222707722163,0.251557543461902,-2.4082850485617304,0.016027661452313508,0.02773161405932437,"FAM107B"
"64965",460.8478304325676,-0.5679252078258851,0.2358374560612982,-2.4081213277600466,0.016034851155599383,0.02774104122174062,"MRPS9"
"90522",697.5534787683846,-0.3961039311054573,0.16450386126555747,-2.4078701135533187,0.016045888593647535,0.02775712237502633,"YIF1B"
"8932",796.3973019675801,0.36544055709439477,0.15179600804471502,2.4074451087458493,0.016064576966871198,0.027786433637628047,"MBD2"
