baseMean log2FoldChange lfcSE pvalue padj
1 543.089520217659 1.67802905789593 0.213273637600536 5.79723223968374e-16 1.28965041396513e-14
100 883.102389758648 0.487841022873079 0.135710386801572 0.000247937876987706 0.000929682782515523
10000 2053.47818865147 0.774938546304929 0.115714556712037 1.36392864801377e-11 1.70372702288875e-10
10001 607.32005001313 -1.12427067904062 0.164318403310499 2.13926102167251e-12 2.96540277803198e-11
100033425 2316.19715083993 0.722533443288175 0.139862096068927 1.31122413689116e-07 8.88700683443307e-07
100033430 455.669441355798 0.532428410784972 0.216747756851478 0.00952515141794784 0.0243664267571027
100033431 2266.23244827144 0.792572698532808 0.156197223246101 1.92581905024796e-07 1.2658550873969e-06
100037417 1409.06696169272 1.15264095226531 0.191615056175163 4.82847812666037e-10 4.75125692475362e-09
100038246 4.3487744164799 -4.67679555082473 2.90319898973067 0.00169778643749986 0.00529790032561466
100049076 4791.70976530749 1.90240298520593 0.218784553112808 1.30775660477838e-19 4.51872224753382e-18
10005 206.02517058216 0.948412725849483 0.276523369016225 0.00020213145300691 0.000771765610047593
10006 371.54771701805 -0.558251880282059 0.227303883117425 0.00827241029187405 0.0215293959698539
10009 580.554296813322 -1.55462000201515 0.310827201980993 3.52595607815201e-08 2.61461017246836e-07
10010 341.52417509168 -1.44372245717833 0.226357540571112 3.45375952880404e-11 4.07048008600516e-10
100101267 408.61119781067 0.949248968424699 0.264359543949129 9.475620374073e-05 0.000388580259690986
100101467 60.7127811115293 -1.13067021506178 0.428858698730776 0.00198994143627596 0.00608789661955701
100101490 214.688380355729 -1.27736067175773 0.210633075864963 3.31034282111009e-10 3.34899046651547e-09
100113381 7.30312240788857 -3.51769423942049 1.41157005966927 0.000603895059613611 0.00208515093825034
100113393 80.347699067453 -2.71041974581764 0.352978034553734 1.49000340157687e-15 3.1098419040982e-14
100113407 432.103651768229 -2.51696311309303 0.361647550227963 1.9622022690564e-14 3.55710950220727e-13
100125556 35.8911075458588 -2.3139798765014 0.736098905028881 0.000104986024785192 0.000426410722998701
100126798 1000.54462766288 -0.890794847339774 0.327576641126099 0.00175405467134231 0.00544735573573826
100126800 988.955122347633 -0.909676675211739 0.329388038436484 0.0014848789339842 0.0046931436854598
100127888 423.927358427491 1.24579063424954 0.166149312910059 1.63752445174485e-14 3.00400380840452e-13
100128191 82.2631475890595 -1.58507257252591 0.320234276046703 1.27433546304574e-07 8.64761223815909e-07
100128239 7.0351016137138 1.14655729794278 1.43781161258608 0.01510024654947 0.0365707024641904
100128531 12.567386581753 4.34487678508946 1.01537328018451 1.006325821349e-06 5.87917355070499e-06
100128553 4.38391407651277 -4.51858155547957 2.92226865316996 0.00210568055446656 0.00640174850422044
100128568 5.94070815538841 -2.25283906308436 1.75679994418987 0.00790527273460667 0.0207025583908979
100128731 2740.19495375818 1.15515266164821 0.178927120677413 2.62479870131717e-11 3.13713998895304e-10
100128782 62.4532924006337 -0.765929834773881 0.379524588277971 0.0192627682444409 0.0451327968875626
100128881 28.9007953462043 -1.76127185189855 0.859198254014424 0.00130714944348838 0.00418464805399926
100128927 57.9351658647902 -1.64718189839122 0.429196751164456 1.78130786334227e-05 8.36618230595285e-05
100129027 10.9125277164045 1.31618287593899 0.795714921038563 0.012756208717447 0.0315823501095686
