"entrez","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol"
"29923",3710.8304184430576,3.0614936898295553,0.1212531554113348,1.2470892545141632e-141,2.543189116730733e-137,"HILPDA"
"23645",1351.1603380530792,3.5852634677396575,0.15652924249866465,4.260011751319422e-117,4.343720982232849e-113,"PPP1R15A"
"23764",1099.4253551168879,3.515978114002714,0.15796793092907663,4.521116211230659e-111,3.0733040965208945e-107,"MAFF"
"8870",1653.7309760734381,3.537390116683058,0.16394347612303625,9.264087389908389e-105,4.723063353560044e-101,"IER3"
"7316",135302.96714062346,2.8303600235150896,0.13627428439972095,2.2718041002507564e-96,9.265780203282735e-93,"UBC"
"56910",1667.2538222454846,-2.8003499410187214,0.14145567500876358,2.2488939405158116e-88,7.643615688156491e-85,"STARD7"
"2353",4002.3157207502836,3.2928636596195195,0.16764045596776975,4.160244517255248e-87,1.211998092005518e-83,"FOS"
"5514",1010.1116577889842,-2.837353693354034,0.1459536269012343,2.849311615120416e-85,7.26325147089383e-82,"PPP1R10"
"353322",365.8624013185967,3.7714921883746095,0.20383771220105773,9.160618162652333e-78,2.0756942910107667e-74,"ANKRD37"
"56270",4458.458976846489,2.4720543746265515,0.13562269393598522,1.3836452353652474e-75,2.821667728480349e-72,"WDR45B"
"51018",725.781632644827,-3.2207190626674045,0.1805204005454969,2.0621741278368202e-72,3.823083362634207e-69,"RRP15"
"4616",413.1141434753999,3.877689223001873,0.21989013918204287,4.122476390308726e-71,7.005805085630488e-68,"GADD45B"
"29904",832.6815082203785,-2.712000318716252,0.15542012052600293,2.18200853610355e-69,3.422900005904592e-66,"EEF2K"
"5864",845.9473761757415,2.697542804830017,0.15473473474771335,3.6066782596044385e-69,5.253642124865237e-66,"RAB3A"
"1843",7088.046421324353,4.9021740078163,0.2900880222861487,1.6132227995956309e-68,2.19323017014358e-65,"DUSP1"
"51299",3413.587516227119,2.946483003589592,0.1704670115671998,2.03227340815765e-68,2.5902594757849346e-65,"NRN1"
"56901",2809.156898933916,2.6730364704983915,0.15780791794378132,1.3072648822799113e-65,1.568179573196131e-62,"NDUFA4L2"
"1195",2312.621681595791,3.086824493243524,0.1834034947894037,6.557937842001907e-65,7.429779245108048e-62,"CLK1"
"11247",1114.4851037065584,2.685899869062589,0.16275987478464424,2.1689744173166018e-62,2.3279944890703924e-59,"NXPH4"
"3005",8221.020132849068,2.53379145172293,0.15473215393602563,1.653906391921177e-61,1.686405652522428e-58,"H1-0"
"133",1729.244593681946,2.8045470783957183,0.171177296805923,1.846902461766142e-61,1.793518185847473e-58,"ADM"
"23462",1366.4981619086661,3.5203791209028736,0.21691029864303257,4.343473528695562e-61,4.026202530485846e-58,"HEY1"
"6513",3238.9664448176163,3.184847362604287,0.19567284863991719,1.0985137031053844e-60,9.739995629316568e-58,"SLC2A1"
"10397",52652.657094174625,2.9882118209200064,0.18486288840079998,1.880836546821015e-60,1.5981624874717068e-57,"NDRG1"
"55003",322.33326890848497,-2.674019426739611,0.16679511246946455,5.705129456960089e-59,4.653788200631484e-56,"PAK1IP1"
"2645",1331.534815735694,2.431773234837704,0.15231948907423107,1.0191776353570932e-58,7.993880583783539e-56,"GCK"
"1847",1094.0793048253258,2.424583520783845,0.15342762977603436,1.8742256452514054e-57,1.4155956882819227e-54,"DUSP5"
"3164",714.3205493658775,2.796436647755069,0.17810235411935996,2.6277738019351504e-57,1.9138639693879828e-54,"NR4A1"
"3638",3805.0243221558685,2.1842346975535185,0.13898871144201397,1.107454586351535e-56,7.787697027402363e-54,"INSIG1"
"60370",702.8506994140082,3.009885060285122,0.19261825836030314,3.704211504836027e-56,2.5179995072707033e-53,"AVPI1"
"378938",228166.33021231228,2.812535506762982,0.18225517740781078,1.0643842878933463e-55,7.001931865486778e-53,"MALAT1"
"112849",612.0629708888996,-2.700281218760506,0.17612929793116208,1.8410864891272757e-54,1.1732898991491417e-51,"L3HYPDH"
"677776",1148.0635092041093,3.1676351894375148,0.20816405448168196,6.313634434866572e-54,3.90163475849194e-51,"SCARNA8"
"467",2089.1329978911276,3.715599172605839,0.24557045966243018,7.233852240352871e-54,4.3388220216916494e-51,"ATF3"
"55900",230.87795359971082,-3.0600361292515283,0.20183103026153507,4.846738700339067e-53,2.8239869233147026e-50,"ZNF302"
"84959",513.6518358072693,-2.568315761133762,0.17057618976202174,1.951619118548945e-52,1.1055380190157953e-49,"UBASH3B"
"348654",242.80090351206542,-3.0348407456350035,0.20262805578831808,7.812560803753194e-52,4.30598790461997e-49,"GEN1"
"647190",164.9154289152284,3.639605942708886,0.24360024347726483,1.333099599236573e-51,7.154184244008271e-49,"RPS16P5"
"8459",667.6312392157116,2.3492293805342737,0.15755925603291576,2.9578186234520424e-51,1.5466357740527565e-48,"TPST2"
"51605",790.7562216018891,-2.803208182737765,0.19061647690482555,3.0332854029052064e-50,1.5464447305361468e-47,"TRMT6"
"23429",3664.5318282349467,2.386433494539917,0.16245089276885308,3.842245984177871e-50,1.911095667203398e-47,"RYBP"
"9344",410.4856103737628,-2.534022247933599,0.1723870290277977,5.206705946389053e-50,2.5281036753502846e-47,"TAOK2"
"1445",988.251700191291,-2.486075722405729,0.1708553453478084,2.0324621269361495e-49,9.639069803397418e-47,"CSK"
"7296",2744.8590654603195,-1.9026512449620752,0.1304068298129055,3.0322873716151263e-49,1.405396281121529e-46,"TXNRD1"
"3976",512.8030093643152,2.143706454934225,0.14715126123310712,3.8055349253001114e-49,1.7245838607032262e-46,"LIF"
"57539",759.0713686322157,-2.4947737510358525,0.171525904695529,3.98880755683525e-49,1.7683424457943754e-46,"WDR35"
"11097",459.30447608724677,-2.24967342659646,0.1548034796485664,6.724251249627086e-49,2.9176096964605356e-46,"NUP42"
"55153",807.1673368334867,-2.3185013408767285,0.1604526235884967,1.9312335027723497e-48,8.204926004590944e-46,"SDAD1"
"285855",1439.767077510814,-1.8179036441336318,0.12681599330653456,1.4694379462160389e-47,6.115560823915037e-45,"RPL7L1"
"6657",4760.966939399364,-1.9580569633955711,0.13679817733618266,2.0005863208811713e-47,8.159591368345946e-45,"SOX2"
"1410",553.1056181546589,4.125230153560048,0.29361318769804695,6.7889985064073965e-47,2.7146675792385496e-44,"CRYAB"
"54552",2298.5636309205497,-1.8055431108765991,0.12694199412933257,7.080844426540553e-47,2.776916545970029e-44,"GNL3L"
"9816",434.9779883476133,-2.813537429657804,0.1985783117734971,1.0698167780294633e-46,4.116372368746197e-44,"URB2"
"3486",4269.457453311074,2.7359112871276694,0.19496753483976803,1.4849515773975216e-46,5.607892132938456e-44,"IGFBP3"
"9875",945.5685694472219,-2.121824277879068,0.14993756674123532,1.6725890934017462e-46,6.201656251225784e-44,"URB1"
"7039",450.8103654929549,2.1176053882030828,0.14963769191853318,1.8425340883654518e-46,6.709785297149404e-44,"TGFA"
"4792",1207.054860287143,1.8521158138432996,0.13102557886172936,2.5788809897553725e-46,9.226512284926546e-44,"NFKBIA"
"64651",664.2736918430384,2.696322808853614,0.1918464949837314,3.1791595569374966e-46,1.1178034628383858e-43,"CSRNP1"
"283373",963.7885778525348,-1.8916174030963981,0.13421623934426716,4.362713849135862e-46,1.500424459032752e-43,"ANKRD52"
"6781",2054.383189891059,2.611189709695488,0.18571992071314344,4.414527903788806e-46,1.500424459032752e-43,"STC1"
"1848",2183.9704916953788,-2.6410911675168274,0.1895093095926079,6.424911619121766e-46,2.1479216827663966e-43,"DUSP6"
"84679",2615.464648791681,2.957398736601324,0.21184571180289496,7.438201510097415e-46,2.446568441861558e-43,"SLC9A7"
"56919",1149.6723505894652,-2.010306925243781,0.1434683500279488,1.1374645293412434e-45,3.6819546264850754e-43,"DHX33"
"677832",744.5508888532329,2.4424926575976946,0.17453862593021954,1.229349001798871e-45,3.917205342763184e-43,"SNORA53"
"3725",3733.8767778691,2.6078669932417275,0.1865874391573956,1.3455925518855019e-45,4.221641370861699e-43,"JUN"
"9870",482.30360381810027,-2.2014068507266393,0.1573719932150407,2.393526833733602e-45,7.395635260655963e-43,"AREL1"
"7431",172331.4746166898,1.8433235982109812,0.1319096826762923,2.4928492139554795e-45,7.587563286596134e-43,"VIM"
"256987",1776.3497610676645,-1.7718436619396165,0.12686391396928834,2.7550908292823735e-45,8.262436364934623e-43,"SERINC5"
"4857",504.14768501703526,-2.0300521818406447,0.14547879922339618,2.9964034552932363e-45,8.855892125187677e-43,"NOVA1"
"84135",415.357432257161,-2.974274969450625,0.21447920751039645,3.3113601083853454e-45,9.64693809861462e-43,"UTP15"
"5454",2297.2383894970285,-1.9829820546753096,0.14276419105720545,5.628660493483818e-45,1.6166939921635987e-42,"POU3F2"
"3651",151.09036081644265,3.462694630327579,0.25012269653321534,1.381242648257196e-44,3.912177961931805e-42,"PDX1"
"90226",221.6102618300654,2.727139101729104,0.19795545837489584,2.9557077792980556e-44,8.256951882633596e-42,"UCN2"
"150094",765.6525587708933,2.1477733330310134,0.15587384814555533,3.026694177881171e-44,8.340996536423071e-42,"SIK1"
"2498",4758.887106406586,2.021472340863586,0.14676587950116776,3.334375061327836e-44,9.066388083421141e-42,"FTH1P3"
"10528",1604.0137159564365,-2.139242378700068,0.15594898629853793,3.8246162241277773e-44,1.0262552455083916e-41,"NOP56"
"1028",692.7397564626898,2.867799510514623,0.20920121600526187,5.304927209528509e-44,1.4049789686222713e-41,"CDKN1C"
"4504",572.0233029778625,2.53440979218981,0.18553531632012807,7.759787064769597e-44,2.0287863796390564e-41,"MT3"
"677815",463.1152330436288,2.0003238625679867,0.14628547333280165,1.1823466594737202e-43,3.0521006869174144e-41,"SNORA2C"
"8717",699.8256953369988,2.199094355112647,0.16087868467536054,1.3399628277948698e-43,3.4157327434025974e-41,"TRADD"
"1198",1647.0892412012963,2.017795257506366,0.14768432092740466,1.4810369287063202e-43,3.7287390230997517e-41,"CLK3"
"100129617",107.97119415348014,3.3901817209510314,0.2485866956273252,2.9476130226422254e-43,7.330569801310109e-41,"LOC100129617"
"55344",6448.995188766804,1.9522604298632034,0.14361836355147675,4.561468211654558e-43,1.1207472438586915e-40,"PLCXD1"
"7167",25017.79050987653,1.9175688781170526,0.1412768705738014,5.759656069688144e-43,1.398293645585123e-40,"TPI1"
"113263",1188.484645910632,-2.0797286923314875,0.15340821809845087,6.846581626817537e-43,1.6426157543022355e-40,"GLCCI1"
"286016",3131.660643252193,1.7929085629529131,0.13271422346025374,1.6298958542511156e-42,3.864937925086395e-40,"TPI1P2"
"55745",351.2694076524961,-2.235415565932613,0.1659435826159626,1.8130530786455978e-42,4.249838095726399e-40,"AP5M1"
"389792",807.735516810332,2.383809028071619,0.17703994514059385,2.0850548381882616e-42,4.8318776494515025e-40,"IER5L"
"85495",102932.07735362093,3.0798135115448915,0.23348447837679454,4.631225967937369e-42,1.0611751816196266e-39,"RPPH1"
"117166",625.3966746665786,3.337124849243018,0.25138703427571324,5.44064697078564e-42,1.2327901519470174e-39,"WFIKKN1"
"63939",225.19918407240877,-2.8590706183870864,0.21433257278689982,8.353284238873077e-42,1.871961818498227e-39,"FAM217B"
